DATE_OF_INTEREST,CASE_COUNT,probable_case_count,HOSPITALIZED_COUNT,DEATH_COUNT,DEATH_COUNT_PROBABLE,CASE_COUNT_7DAY_AVG,all_case_count_7day_avg,HOSP_COUNT_7DAY_AVG,DEATH_COUNT_7DAY_AVG,all_death_count_7day_avg,BX_CASE_COUNT,bx_probable_case_count,BX_HOSPITALIZED_COUNT,BX_DEATH_COUNT,bx_probable_death_count,BX_CASE_COUNT_7DAY_AVG,bx_all_case_count_7day_avg,BX_HOSPITALIZED_COUNT_7DAY_AVG,BX_DEATH_COUNT_7DAY_AVG,bx_all_death_count_7day_avg,BK_CASE_COUNT,bk_probable_case_count,BK_HOSPITALIZED_COUNT,BK_DEATH_COUNT,bk_probable_death_count,BK_CASE_COUNT_7DAY_AVG,bk_all_case_count_7day_avg,BK_HOSPITALIZED_COUNT_7DAY_AVG,BK_DEATH_COUNT_7DAY_AVG,bk_all_death_count_7day_avg,MN_CASE_COUNT,mn_probable_case_count,MN_HOSPITALIZED_COUNT,MN_DEATH_COUNT,mn_probable_death_count,MN_CASE_COUNT_7DAY_AVG,mn_all_case_count_7day_avg,MN_HOSPITALIZED_COUNT_7DAY_AVG,MN_DEATH_COUNT_7DAY_AVG,mn_all_death_count_7day_avg,QN_CASE_COUNT,qn_probable_case_count,QN_HOSPITALIZED_COUNT,QN_DEATH_COUNT,qn_probable_death_count,QN_CASE_COUNT_7DAY_AVG,qn_all_case_count_7day_avg,QN_HOSPITALIZED_COUNT_7DAY_AVG,QN_DEATH_COUNT_7DAY_AVG,qn_all_death_count_7day_avg,SI_CASE_COUNT,si_probable_case_count,SI_HOSPITALIZED_COUNT,SI_DEATH_COUNT,si_probable_death_count,SI_CASE_COUNT_7DAY_AVG,si_all_case_count_7day_avg,SI_HOSPITALIZED_COUNT_7DAY_AVG,SI_DEATH_COUNT_7DAY_AVG,si_all_death_count_7day_avg,INCOMPLETE
03/28/2022,"1,512",252,32,5,0,"1,113","1,308",28,5,5,124,26,6,1,0,85,105,5,1,1,437,77,7,2,0,350,402,8,1,1,570,73,7,2,0,415,490,6,1,1,303,57,10,0,0,207,245,7,1,1,77,19,2,0,0,55,65,2,1,1,0
03/29/2022,"1,436",244,31,5,0,"1,135","1,337",28,5,5,111,19,2,2,0,88,107,4,2,2,481,57,12,1,0,358,412,8,1,1,493,90,4,0,0,415,491,5,1,1,261,67,11,2,0,214,256,8,1,1,89,11,2,0,0,60,70,2,0,0,0
03/30/2022,"1,511",250,40,5,0,"1,169","1,380",31,5,5,117,26,10,0,0,92,113,5,1,1,456,71,13,3,0,365,422,9,2,2,549,92,6,0,0,423,500,5,1,1,307,56,13,1,0,225,270,10,1,1,82,5,0,1,0,63,73,2,0,0,0
03/31/2022,"1,508",266,43,3,0,"1,216","1,437",33,5,5,97,32,5,1,0,92,114,5,1,1,446,69,8,1,0,378,438,9,2,2,589,93,15,0,0,443,522,7,1,1,276,56,9,1,0,234,282,10,1,1,99,16,6,0,0,69,81,2,0,0,0
04/01/2022,"1,331",258,35,5,0,"1,250","1,478",33,5,5,112,21,5,1,0,94,115,5,1,1,397,66,6,1,0,388,450,8,2,2,473,97,14,1,0,452,531,8,1,1,283,63,6,2,0,244,295,9,1,1,66,11,5,0,0,72,85,3,0,0,0
04/02/2022,875,187,28,2,0,"1,279","1,510",33,4,4,70,14,6,0,0,97,119,5,1,1,285,52,6,0,0,396,458,9,2,2,311,69,8,0,0,465,547,8,1,1,174,42,7,1,0,251,304,9,1,1,35,10,1,1,0,70,82,3,0,0,0
04/03/2022,893,235,25,4,1,"1,295","1,537",33,4,4,54,20,7,2,1,98,120,6,1,1,287,67,6,0,0,398,464,8,1,1,302,96,6,1,0,470,557,9,1,1,186,44,4,0,0,256,311,9,1,1,63,8,3,1,0,73,84,3,0,0,0
04/04/2022,"2,135",345,40,5,0,"1,384","1,639",35,4,4,186,44,3,1,0,107,132,5,1,1,608,92,11,0,0,423,491,9,1,1,789,114,14,2,0,501,594,10,1,1,454,83,10,2,0,277,336,9,1,1,96,12,2,0,0,76,86,3,0,0,0
04/05/2022,"1,949",278,50,4,0,"1,457","1,717",37,4,4,147,32,8,0,0,112,139,6,1,1,611,59,23,2,0,441,509,10,1,1,713,114,6,0,0,532,629,10,1,1,366,55,8,1,0,292,349,8,1,1,111,18,4,1,0,79,90,3,1,1,0
04/06/2022,"2,087",306,44,3,0,"1,540","1,808",38,4,4,148,38,6,1,0,116,145,6,1,1,644,73,17,1,0,468,537,11,1,1,822,106,8,0,0,571,670,10,1,1,385,76,11,1,0,303,363,8,1,1,88,13,2,0,0,80,92,3,0,0,0
04/07/2022,"1,994",290,45,2,0,"1,609","1,880",38,4,4,143,38,8,0,0,123,152,6,1,1,576,78,17,0,0,487,556,12,1,1,775,105,8,0,0,598,698,9,1,1,379,59,11,2,0,318,378,8,1,1,121,10,1,0,0,83,95,3,0,0,0
04/08/2022,"1,871",297,48,3,0,"1,686","1,963",40,3,3,135,26,11,0,0,126,156,7,1,1,543,82,14,1,0,508,580,13,1,1,640,101,11,0,0,622,722,9,0,0,426,66,9,1,0,339,399,9,1,1,127,22,4,1,0,92,105,2,1,1,0
04/09/2022,"1,169",262,45,5,2,"1,728","2,016",42,4,4,69,36,6,0,2,126,159,7,1,1,371,62,14,1,0,520,593,15,1,1,401,97,11,2,0,635,739,9,1,1,262,55,14,1,0,351,414,10,1,1,65,12,1,1,0,96,109,2,1,1,0
04/10/2022,"1,178",273,42,8,1,"1,769","2,062",45,4,5,69,27,10,3,0,128,163,7,1,1,335,80,7,2,1,527,602,15,1,1,448,96,14,0,0,655,760,10,1,1,238,53,10,2,0,359,422,10,1,1,88,17,2,1,0,99,114,2,1,1,0
04/11/2022,"2,574",413,61,2,0,"1,832","2,134",48,4,4,222,51,10,0,0,133,169,8,1,1,757,111,15,0,0,548,626,15,1,1,927,137,16,1,0,675,783,11,0,0,503,94,15,1,0,366,431,11,1,1,165,20,6,0,0,109,125,3,1,1,0
04/12/2022,"2,403",350,47,5,0,"1,897","2,210",47,4,4,204,48,11,1,0,141,179,9,1,1,711,91,13,3,0,562,645,14,1,1,876,105,11,1,0,698,805,11,1,1,491,84,10,0,0,383,453,11,1,1,120,22,2,0,0,111,127,3,0,0,0
04/13/2022,"2,571",402,50,2,1,"1,966","2,292",48,4,4,201,36,9,1,0,149,186,9,1,1,712,122,18,0,0,572,662,14,1,1,900,135,8,0,0,710,820,11,1,1,569,91,9,0,1,410,481,11,1,1,189,18,6,1,0,125,142,3,1,1,0
04/14/2022,"2,278",394,46,8,0,"2,006","2,348",48,5,5,192,33,7,0,0,156,193,9,1,1,621,104,13,2,0,579,672,13,1,1,796,145,12,2,0,713,829,12,1,1,547,103,9,4,0,434,512,11,1,1,122,9,5,0,0,125,142,4,1,1,0
04/15/2022,"1,968",379,55,7,0,"2,020","2,373",49,5,6,135,41,13,1,0,156,195,9,1,1,569,101,15,4,0,582,678,14,2,2,666,110,6,2,0,716,834,11,1,1,474,107,17,0,0,441,524,12,1,1,122,20,4,0,0,124,141,4,0,0,0
04/16/2022,"1,201",342,40,3,0,"2,025","2,389",49,5,5,116,42,9,0,0,163,202,10,1,1,350,97,12,1,0,579,680,13,2,2,322,96,8,0,0,705,823,11,1,1,326,92,11,1,0,450,539,12,1,1,87,15,1,1,0,128,145,4,0,0,0
04/17/2022,936,306,51,4,0,"1,990","2,360",50,4,5,78,42,12,1,0,164,206,10,1,1,273,75,9,1,0,570,671,14,2,2,299,97,13,0,0,684,802,11,1,1,225,81,14,2,0,448,541,12,1,1,61,11,3,0,0,124,140,4,0,0,0
04/18/2022,"2,202",482,56,3,0,"1,937","2,316",49,5,5,173,64,8,0,0,157,201,10,1,1,607,141,20,2,0,549,653,14,2,2,723,138,11,0,0,655,773,10,1,1,534,109,14,0,0,452,548,12,1,1,156,30,4,1,0,122,140,4,0,0,0
04/19/2022,"2,176",446,56,4,0,"1,905","2,298",51,4,5,173,48,6,0,0,153,196,9,0,0,620,109,20,2,0,536,643,15,2,2,701,144,11,0,0,630,753,10,1,1,573,114,17,1,0,464,564,13,1,1,105,31,3,1,0,120,139,4,1,1,0
04/20/2022,"2,071",426,42,1,0,"1,833","2,230",49,4,4,186,40,6,0,0,150,195,9,0,0,549,116,16,0,0,513,619,15,2,2,644,123,8,0,0,593,715,10,1,1,570,112,10,1,0,464,567,13,1,1,121,35,2,0,0,111,132,3,0,0,0
04/21/2022,"1,858",432,60,4,0,"1,773","2,175",51,4,4,166,49,11,1,0,147,193,9,0,0,566,117,12,2,0,505,613,15,2,2,512,116,11,0,0,552,670,10,0,0,472,124,15,1,0,453,559,14,1,1,142,26,11,0,0,113,137,4,0,0,0
04/22/2022,"1,701",449,85,6,1,"1,735","2,147",56,4,4,159,72,9,0,0,150,201,9,0,0,464,125,21,3,0,490,601,16,2,2,431,99,23,2,0,519,635,12,0,0,502,125,23,1,1,457,566,15,1,1,145,28,9,0,0,117,142,5,0,0,0
04/23/2022,"1,286",420,53,3,0,"1,747","2,170",58,4,4,111,61,14,0,0,149,203,9,0,0,406,113,13,2,0,498,612,16,2,2,299,106,10,0,0,516,633,12,0,0,385,117,12,1,0,466,578,15,1,1,85,23,4,0,0,116,143,5,0,0,0
04/24/2022,"1,338",448,45,4,0,"1,805","2,248",57,4,4,106,48,7,0,0,153,208,9,0,0,375,122,13,0,0,512,633,16,2,2,317,90,10,0,0,518,635,12,0,0,396,152,13,3,0,490,612,15,1,1,144,36,2,1,0,128,158,5,0,0,0
04/25/2022,"2,587",740,55,2,1,"1,860","2,340",57,3,4,249,136,5,0,0,164,229,8,0,0,804,188,14,0,1,541,668,16,1,1,661,174,15,2,0,509,631,13,1,1,726,205,13,0,0,518,653,15,1,1,147,37,8,0,0,127,158,6,0,0,0
04/26/2022,"2,568",618,71,7,1,"1,916","2,420",59,4,4,244,66,17,1,0,174,242,10,0,0,690,159,15,2,0,551,685,15,1,1,770,162,11,2,0,519,643,13,1,1,695,192,25,1,0,535,682,16,1,1,169,39,4,1,1,136,168,6,0,0,0
04/27/2022,"2,381",612,74,5,0,"1,960","2,491",63,4,5,255,94,13,1,0,184,259,11,0,0,704,142,21,1,0,573,711,16,1,2,620,166,22,0,0,516,646,15,1,1,681,175,14,3,0,551,707,16,1,2,121,35,4,0,0,136,168,6,0,0,"60,800"
04/28/2022,"2,241",601,66,4,1,"2,015","2,570",64,4,5,206,95,9,1,0,190,272,11,0,0,675,161,28,0,1,588,733,18,1,1,551,122,15,3,0,521,653,15,1,1,665,193,12,0,0,579,744,16,1,1,144,30,2,0,0,136,169,5,0,0,"60,800"
04/29/2022,"2,369",585,57,2,0,"2,110","2,685",60,4,4,199,82,14,1,0,196,279,11,1,1,680,150,17,0,0,619,767,17,1,1,684,134,9,0,0,557,694,13,1,1,676,180,12,1,0,603,777,14,1,1,130,39,5,0,0,134,168,4,0,0,"60,800"
04/30/2022,"1,368",516,57,6,0,"2,122","2,710",61,4,5,107,66,12,1,0,195,279,11,1,1,429,148,10,1,0,622,775,17,1,1,300,132,14,1,0,558,698,14,1,1,430,150,16,1,0,610,788,15,1,1,102,20,5,2,0,137,170,4,1,1,"60,800"
05/01/2022,"1,556",576,44,3,1,"2,153","2,760",61,4,5,115,65,7,1,0,196,283,11,1,1,458,143,12,1,1,634,790,17,1,1,486,145,9,0,0,582,730,14,1,1,404,188,15,1,0,611,794,15,1,1,93,35,1,0,0,129,163,4,0,1,"60,800"
05/02/2022,"3,129",873,28,0,1,"2,230","2,856",57,4,4,241,130,6,0,0,195,281,11,1,1,956,224,6,0,0,656,817,16,1,1,955,195,8,0,1,624,775,13,1,1,812,266,7,0,0,623,815,14,1,1,165,58,1,0,0,132,169,3,0,1,"60,800"
05/03/2022,"2,457",928,0,3,1,"2,214","2,885",47,3,4,219,114,0,1,0,192,284,9,1,1,751,238,0,1,0,665,837,13,1,1,621,239,0,1,0,602,764,11,1,1,703,275,0,0,0,624,828,11,1,1,162,62,0,0,1,131,171,3,0,0,"60,800"
